,NUTS3_ID,NUTS1_NAME,NUTS2_NAME,NUTS3_NAME,POSTAL_CODE,CLASSIFICATION
2108,DE124,Baden-Württemberg,Karlsruhe,Rastatt,76593,IN
2109,DE124,Baden-Württemberg,Karlsruhe,Rastatt,76473,IN
2110,DE12B,Baden-Württemberg,Karlsruhe,Enzkreis,75447,PU
2111,DE132,Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,79189,IN
2112,DE132,Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,79283,IN
2113,DE132,Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,79427,IN
2114,DE132,Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,79289,IN
2115,DE132,Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,79291,IN
2116,DE132,Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,79294,IN
2117,DE132,Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,79299,IN
2118,DE133,Baden-Württemberg,Freiburg,Emmendingen,79353,IN
2119,DE133,Baden-Württemberg,Freiburg,Emmendingen,79312,IN
2120,DE133,Baden-Württemberg,Freiburg,Emmendingen,79361,IN
2121,DE133,Baden-Württemberg,Freiburg,Emmendingen,79297,IN
2122,DE134,Baden-Württemberg,Freiburg,Ortenaukreis,77770,IN
2123,DE134,Baden-Württemberg,Freiburg,Ortenaukreis,77886,IN
2124,DE134,Baden-Württemberg,Freiburg,Ortenaukreis,77796,IN
2125,DE134,Baden-Württemberg,Freiburg,Ortenaukreis,77709,IN
2126,DE134,Baden-Württemberg,Freiburg,Ortenaukreis,77887,IN
2127,DE135,Baden-Württemberg,Freiburg,Rottweil,78655,PR
2128,DE135,Baden-Württemberg,Freiburg,Rottweil,78664,PR
2129,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90408,PU
2130,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90409,PU
2131,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90411,PU
2132,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90419,PU
2133,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90425,PU
2134,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90427,PU
2135,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90429,PU
2136,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90431,PU
2137,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90439,PU
2138,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90441,PU
2139,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90443,PU
2140,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90449,PU
2141,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90451,PU
2142,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90453,PU
2143,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90455,PU
2144,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90457,PU
2145,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90459,PU
2146,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90461,PU
2147,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90469,PU
2148,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90471,PU
2149,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90473,PU
2150,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90475,PU
2151,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90478,PU
2152,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90480,PU
2153,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90482,PU
2154,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90489,PU
2155,DE254,Bayern,Mittelfranken,"Nürnberg, Kreisfreie Stadt",90491,PU
2156,DE257,Bayern,Mittelfranken,Erlangen-Höchstadt,91088,PU
2157,DE257,Bayern,Mittelfranken,Erlangen-Höchstadt,91093,PU
2158,DE258,Bayern,Mittelfranken,"Fürth, Landkreis",90617,PU
2159,DE259,Bayern,Mittelfranken,Nürnberger Land,91238,PU
2160,DE259,Bayern,Mittelfranken,Nürnberger Land,91244,PU
2161,DE259,Bayern,Mittelfranken,Nürnberger Land,90571,PU
2162,DE25A,Bayern,Mittelfranken,Neustadt a. d. Aisch-Bad Windsheim,91448,PR
2163,DE25B,Bayern,Mittelfranken,Roth,91161,PR
2164,DE25B,Bayern,Mittelfranken,Roth,91174,PR
2165,DE272,Bayern,Schwaben,"Kaufbeuren, Kreisfreie Stadt",87600,PR
2166,DE276,Bayern,Schwaben,"Augsburg, Landkreis",86877,IN
2167,DE277,Bayern,Schwaben,Dillingen a.d. Donau,89438,PR
2168,DE300,Berlin,Berlin,Berlin,12487,PU
2169,DE300,Berlin,Berlin,Berlin,12489,PU
2170,DE300,Berlin,Berlin,Berlin,12524,PU
2171,DE300,Berlin,Berlin,Berlin,12526,PU
2172,DE300,Berlin,Berlin,Berlin,12527,PU
2173,DE300,Berlin,Berlin,Berlin,12555,PU
2174,DE300,Berlin,Berlin,Berlin,12557,PU
2175,DE300,Berlin,Berlin,Berlin,12559,PU
2176,DE300,Berlin,Berlin,Berlin,12587,PU
2177,DE300,Berlin,Berlin,Berlin,12589,PU
2178,DE300,Berlin,Berlin,Berlin,12619,PU
2179,DE300,Berlin,Berlin,Berlin,12621,PU
2180,DE300,Berlin,Berlin,Berlin,12623,PU
2181,DE300,Berlin,Berlin,Berlin,12627,PU
2182,DE300,Berlin,Berlin,Berlin,12629,PU
2183,DE300,Berlin,Berlin,Berlin,12687,PU
2184,DE300,Berlin,Berlin,Berlin,12689,PU
2185,DE300,Berlin,Berlin,Berlin,13051,PU
2186,DE300,Berlin,Berlin,Berlin,13053,PU
2187,DE300,Berlin,Berlin,Berlin,13055,PU
2188,DE300,Berlin,Berlin,Berlin,13057,PU
2189,DE300,Berlin,Berlin,Berlin,13059,PU
2190,DE300,Berlin,Berlin,Berlin,13086,PU
2191,DE300,Berlin,Berlin,Berlin,13088,PU
2192,DE300,Berlin,Berlin,Berlin,13089,PU
2193,DE300,Berlin,Berlin,Berlin,13156,PU
2194,DE300,Berlin,Berlin,Berlin,13158,PU
2195,DE300,Berlin,Berlin,Berlin,13159,PU
2196,DE300,Berlin,Berlin,Berlin,13187,PU
2197,DE300,Berlin,Berlin,Berlin,13189,PU
2198,DE300,Berlin,Berlin,Berlin,13347,PU
2199,DE300,Berlin,Berlin,Berlin,13349,PU
2200,DE300,Berlin,Berlin,Berlin,13351,PU
2201,DE300,Berlin,Berlin,Berlin,13353,PU
2202,DE300,Berlin,Berlin,Berlin,13355,PU
2203,DE300,Berlin,Berlin,Berlin,13357,PU
2204,DE300,Berlin,Berlin,Berlin,13359,PU
2205,DE300,Berlin,Berlin,Berlin,13403,PU
2206,DE300,Berlin,Berlin,Berlin,13405,PU
2207,DE300,Berlin,Berlin,Berlin,13435,PU
2208,DE300,Berlin,Berlin,Berlin,13437,PU
2209,DE300,Berlin,Berlin,Berlin,13439,PU
2210,DE300,Berlin,Berlin,Berlin,13465,PU
2211,DE300,Berlin,Berlin,Berlin,13467,PU
2212,DE300,Berlin,Berlin,Berlin,13469,PU
2213,DE300,Berlin,Berlin,Berlin,13503,PU
2214,DE300,Berlin,Berlin,Berlin,13505,PU
2215,DE300,Berlin,Berlin,Berlin,13507,PU
2216,DE300,Berlin,Berlin,Berlin,13509,PU
2217,DE300,Berlin,Berlin,Berlin,13581,PU
2218,DE300,Berlin,Berlin,Berlin,13583,PU
2219,DE300,Berlin,Berlin,Berlin,13585,PU
2220,DE300,Berlin,Berlin,Berlin,13587,PU
2221,DE300,Berlin,Berlin,Berlin,13589,PU
2222,DE600,Hamburg,Hamburg,Hamburg,20459,PU
2223,DE600,Hamburg,Hamburg,Hamburg,20535,PU
2224,DE600,Hamburg,Hamburg,Hamburg,22607,PU
2225,DE600,Hamburg,Hamburg,Hamburg,22609,PU
2226,DE600,Hamburg,Hamburg,Hamburg,20537,PU
2227,DE600,Hamburg,Hamburg,Hamburg,20539,PU
2228,DE600,Hamburg,Hamburg,Hamburg,21029,PU
2229,DE600,Hamburg,Hamburg,Hamburg,21031,PU
2230,DE600,Hamburg,Hamburg,Hamburg,21033,PU
2231,DEA1A,Nordrhein-Westfalen,Düsseldorf,"Wuppertal, Kreisfreie Stadt",42281,PU
2232,DEA1A,Nordrhein-Westfalen,Düsseldorf,"Wuppertal, Kreisfreie Stadt",42283,PU
2233,DEA1A,Nordrhein-Westfalen,Düsseldorf,"Wuppertal, Kreisfreie Stadt",42285,PU
2234,DEA1A,Nordrhein-Westfalen,Düsseldorf,"Wuppertal, Kreisfreie Stadt",42287,PU
2235,DEA1A,Nordrhein-Westfalen,Düsseldorf,"Wuppertal, Kreisfreie Stadt",42289,PU
2236,DEA1A,Nordrhein-Westfalen,Düsseldorf,"Wuppertal, Kreisfreie Stadt",42327,PU
2237,DEA1A,Nordrhein-Westfalen,Düsseldorf,"Wuppertal, Kreisfreie Stadt",42329,PU
2238,DEA1A,Nordrhein-Westfalen,Düsseldorf,"Wuppertal, Kreisfreie Stadt",42349,PU
2239,DEA1A,Nordrhein-Westfalen,Düsseldorf,"Wuppertal, Kreisfreie Stadt",42369,PU
2240,DEA1A,Nordrhein-Westfalen,Düsseldorf,"Wuppertal, Kreisfreie Stadt",42389,PU
2241,DEA1A,Nordrhein-Westfalen,Düsseldorf,"Wuppertal, Kreisfreie Stadt",42399,PU
2242,DEA1A,Nordrhein-Westfalen,Düsseldorf,"Wuppertal, Kreisfreie Stadt",42103,PU
2243,DEA1A,Nordrhein-Westfalen,Düsseldorf,"Wuppertal, Kreisfreie Stadt",42105,PU
2244,DEA1A,Nordrhein-Westfalen,Düsseldorf,"Wuppertal, Kreisfreie Stadt",42107,PU
2245,DEA1A,Nordrhein-Westfalen,Düsseldorf,"Wuppertal, Kreisfreie Stadt",42109,PU
2246,DEA1A,Nordrhein-Westfalen,Düsseldorf,"Wuppertal, Kreisfreie Stadt",42111,PU
2247,DEA1A,Nordrhein-Westfalen,Düsseldorf,"Wuppertal, Kreisfreie Stadt",42113,PU
2248,DEA1A,Nordrhein-Westfalen,Düsseldorf,"Wuppertal, Kreisfreie Stadt",42115,PU
2249,DEA1A,Nordrhein-Westfalen,Düsseldorf,"Wuppertal, Kreisfreie Stadt",42117,PU
2250,DEA1A,Nordrhein-Westfalen,Düsseldorf,"Wuppertal, Kreisfreie Stadt",42119,PU
2251,DEA1A,Nordrhein-Westfalen,Düsseldorf,"Wuppertal, Kreisfreie Stadt",42275,PU
2252,DEA1B,Nordrhein-Westfalen,Düsseldorf,Kleve,46446,IN
2253,DEA1C,Nordrhein-Westfalen,Düsseldorf,Mettmann,40699,PU
2254,DEA26,Nordrhein-Westfalen,Köln,Düren,52388,IN
2255,DEA2A,Nordrhein-Westfalen,Köln,Oberbergischer Kreis,51580,PU
2256,DEA2B,Nordrhein-Westfalen,Köln,Rheinisch-Bergischer Kreis,51515,PU
2257,DEA2C,Nordrhein-Westfalen,Köln,Rhein-Sieg-Kreis,53819,PU
2258,DEE02,Sachsen-Anhalt,Sachsen-Anhalt,"Halle (Saale), Kreisfreie Stadt",06108,IN
2259,DEE02,Sachsen-Anhalt,Sachsen-Anhalt,"Halle (Saale), Kreisfreie Stadt",06110,IN
2260,DEE02,Sachsen-Anhalt,Sachsen-Anhalt,"Halle (Saale), Kreisfreie Stadt",06112,IN
2261,DEE02,Sachsen-Anhalt,Sachsen-Anhalt,"Halle (Saale), Kreisfreie Stadt",06114,IN
2262,DEE02,Sachsen-Anhalt,Sachsen-Anhalt,"Halle (Saale), Kreisfreie Stadt",06116,IN
2263,DEE02,Sachsen-Anhalt,Sachsen-Anhalt,"Halle (Saale), Kreisfreie Stadt",06118,IN
2264,DEE02,Sachsen-Anhalt,Sachsen-Anhalt,"Halle (Saale), Kreisfreie Stadt",06120,IN
2265,DEE02,Sachsen-Anhalt,Sachsen-Anhalt,"Halle (Saale), Kreisfreie Stadt",06122,IN
2266,DEE02,Sachsen-Anhalt,Sachsen-Anhalt,"Halle (Saale), Kreisfreie Stadt",06124,IN
2267,DEE02,Sachsen-Anhalt,Sachsen-Anhalt,"Halle (Saale), Kreisfreie Stadt",06126,IN
2268,DEE02,Sachsen-Anhalt,Sachsen-Anhalt,"Halle (Saale), Kreisfreie Stadt",06128,IN
2269,DEE02,Sachsen-Anhalt,Sachsen-Anhalt,"Halle (Saale), Kreisfreie Stadt",06130,IN
2270,DEE02,Sachsen-Anhalt,Sachsen-Anhalt,"Halle (Saale), Kreisfreie Stadt",06132,IN
2271,DEE05,Sachsen-Anhalt,Sachsen-Anhalt,Anhalt-Bitterfeld,06366,IN
2272,DEE05,Sachsen-Anhalt,Sachsen-Anhalt,Anhalt-Bitterfeld,06369,IN
2273,DEE05,Sachsen-Anhalt,Sachsen-Anhalt,Anhalt-Bitterfeld,06779,IN
2274,DEE05,Sachsen-Anhalt,Sachsen-Anhalt,Anhalt-Bitterfeld,06800,IN
2294,DEE08,Sachsen-Anhalt,Sachsen-Anhalt,Burgenland (D),06636,PR
2295,DEE08,Sachsen-Anhalt,Sachsen-Anhalt,Burgenland (D),06618,PR
2296,DEE08,Sachsen-Anhalt,Sachsen-Anhalt,Burgenland (D),06712,PR
2297,DEE08,Sachsen-Anhalt,Sachsen-Anhalt,Burgenland (D),06724,PR
2298,DEE08,Sachsen-Anhalt,Sachsen-Anhalt,Burgenland (D),06727,PR
2299,DEE09,Sachsen-Anhalt,Sachsen-Anhalt,Harz,06484,IN
2300,DEE09,Sachsen-Anhalt,Sachsen-Anhalt,Harz,06463,IN
2301,DEE09,Sachsen-Anhalt,Sachsen-Anhalt,Harz,06502,IN
2302,DEE09,Sachsen-Anhalt,Sachsen-Anhalt,Harz,06507,IN
2303,DEE0A,Sachsen-Anhalt,Sachsen-Anhalt,Mansfeld-Südharz,06542,PR
2304,DEE0A,Sachsen-Anhalt,Sachsen-Anhalt,Mansfeld-Südharz,06295,PR
2305,DEE0A,Sachsen-Anhalt,Sachsen-Anhalt,Mansfeld-Südharz,06343,PR
2306,DEE0A,Sachsen-Anhalt,Sachsen-Anhalt,Mansfeld-Südharz,06348,PR
2307,DEE0A,Sachsen-Anhalt,Sachsen-Anhalt,Mansfeld-Südharz,06543,PR
2308,DEE0A,Sachsen-Anhalt,Sachsen-Anhalt,Mansfeld-Südharz,06526,PR
2309,DEE0A,Sachsen-Anhalt,Sachsen-Anhalt,Mansfeld-Südharz,06528,PR
2310,DEE0B,Sachsen-Anhalt,Sachsen-Anhalt,Saalekreis,06242,IN
2311,DEE0B,Sachsen-Anhalt,Sachsen-Anhalt,Saalekreis,06259,IN
2312,DEE0B,Sachsen-Anhalt,Sachsen-Anhalt,Saalekreis,06279,IN
2313,DEE0B,Sachsen-Anhalt,Sachsen-Anhalt,Saalekreis,06179,IN
2314,DEE0E,Sachsen-Anhalt,Sachsen-Anhalt,Wittenberg,06773,IN
2315,DEE0E,Sachsen-Anhalt,Sachsen-Anhalt,Wittenberg,06901,IN
2316,DEG0L,Thüringen,Thüringen,Greiz,07989,IN
2317,DEF06,Schleswig-Holstein,Schleswig-Holstein,Herzogtum Lauenburg,23899,IN
2318,DEF06,Schleswig-Holstein,Schleswig-Holstein,Herzogtum Lauenburg,21526,IN
2319,DEF08,Schleswig-Holstein,Schleswig-Holstein,Ostholstein,23611,IN
2320,DEF0A,Schleswig-Holstein,Schleswig-Holstein,Plön,24226,IN
2321,DEF0A,Schleswig-Holstein,Schleswig-Holstein,Plön,24248,IN
2322,DEF0A,Schleswig-Holstein,Schleswig-Holstein,Plön,24250,IN
2323,DEF0A,Schleswig-Holstein,Schleswig-Holstein,Plön,24211,IN
2324,DEF0B,Schleswig-Holstein,Schleswig-Holstein,Rendsburg-Eckernförde,24161,IN
2325,DEF0B,Schleswig-Holstein,Schleswig-Holstein,Rendsburg-Eckernförde,24229,IN
2326,DEF0B,Schleswig-Holstein,Schleswig-Holstein,Rendsburg-Eckernförde,24340,IN
2327,DEF0B,Schleswig-Holstein,Schleswig-Holstein,Rendsburg-Eckernförde,24254,IN
2328,DEF0D,Schleswig-Holstein,Schleswig-Holstein,Segeberg,23823,IN
2329,DEF0D,Schleswig-Holstein,Schleswig-Holstein,Segeberg,23812,IN
2330,DEF0D,Schleswig-Holstein,Schleswig-Holstein,Segeberg,23827,IN
2331,DEF0D,Schleswig-Holstein,Schleswig-Holstein,Segeberg,23815,IN
2332,DEF0F,Schleswig-Holstein,Schleswig-Holstein,Stormarn,22956,IN
2355,DEE05,Sachsen-Anhalt,Sachsen-Anhalt,Anhalt-Bitterfeld,06731,IN
2356,DEE05,Sachsen-Anhalt,Sachsen-Anhalt,Anhalt-Bitterfeld,06792,IN
2357,DEE05,Sachsen-Anhalt,Sachsen-Anhalt,Anhalt-Bitterfeld,06794,IN
2358,DEE05,Sachsen-Anhalt,Sachsen-Anhalt,Anhalt-Bitterfeld,06796,IN
2359,DEE05,Sachsen-Anhalt,Sachsen-Anhalt,Anhalt-Bitterfeld,06809,IN
2360,DEE08,Sachsen-Anhalt,Sachsen-Anhalt,Burgenland (D),06647,PR
2361,DEE08,Sachsen-Anhalt,Sachsen-Anhalt,Burgenland (D),06648,PR
2362,DEE08,Sachsen-Anhalt,Sachsen-Anhalt,Burgenland (D),06667,PR
2363,DEE08,Sachsen-Anhalt,Sachsen-Anhalt,Burgenland (D),06688,PR
2364,DEE0B,Sachsen-Anhalt,Sachsen-Anhalt,Saalekreis,06246,IN
2365,DEE0B,Sachsen-Anhalt,Sachsen-Anhalt,Saalekreis,06255,IN
2366,DEE0C,Sachsen-Anhalt,Sachsen-Anhalt,Salzland,06425,IN
2367,DEE0C,Sachsen-Anhalt,Sachsen-Anhalt,Salzland,06429,IN
2368,DEE0E,Sachsen-Anhalt,Sachsen-Anhalt,Wittenberg,06922,IN
2369,DEE0E,Sachsen-Anhalt,Sachsen-Anhalt,Wittenberg,06925,IN
2370,DEE0E,Sachsen-Anhalt,Sachsen-Anhalt,Wittenberg,06905,IN
2371,DEE0E,Sachsen-Anhalt,Sachsen-Anhalt,Wittenberg,06909,IN
2372,DEE0E,Sachsen-Anhalt,Sachsen-Anhalt,Wittenberg,06886,IN
2373,DEE0E,Sachsen-Anhalt,Sachsen-Anhalt,Wittenberg,06889,IN
2374,DEE0E,Sachsen-Anhalt,Sachsen-Anhalt,Wittenberg,06896,IN
2375,DEF02,Schleswig-Holstein,Schleswig-Holstein,"Kiel, Kreisfreie Stadt",24103,IN
2376,DEF02,Schleswig-Holstein,Schleswig-Holstein,"Kiel, Kreisfreie Stadt",24105,IN
2377,DEF02,Schleswig-Holstein,Schleswig-Holstein,"Kiel, Kreisfreie Stadt",24106,IN
2378,DEF02,Schleswig-Holstein,Schleswig-Holstein,"Kiel, Kreisfreie Stadt",24111,IN
2379,DEF02,Schleswig-Holstein,Schleswig-Holstein,"Kiel, Kreisfreie Stadt",24114,IN
2380,DEF02,Schleswig-Holstein,Schleswig-Holstein,"Kiel, Kreisfreie Stadt",24116,IN
2381,DEF02,Schleswig-Holstein,Schleswig-Holstein,"Kiel, Kreisfreie Stadt",24118,IN
2382,DEF02,Schleswig-Holstein,Schleswig-Holstein,"Kiel, Kreisfreie Stadt",24143,IN
2383,DEF02,Schleswig-Holstein,Schleswig-Holstein,"Kiel, Kreisfreie Stadt",24145,IN
2384,DEF02,Schleswig-Holstein,Schleswig-Holstein,"Kiel, Kreisfreie Stadt",24147,IN
2385,DE912,Niedersachsen,Braunschweig,"Salzgitter, Kreisfreie Stadt",38226,IN
2386,DE912,Niedersachsen,Braunschweig,"Salzgitter, Kreisfreie Stadt",38228,IN
2387,DE912,Niedersachsen,Braunschweig,"Salzgitter, Kreisfreie Stadt",38229,IN
2388,DE912,Niedersachsen,Braunschweig,"Salzgitter, Kreisfreie Stadt",38239,IN
2389,DE912,Niedersachsen,Braunschweig,"Salzgitter, Kreisfreie Stadt",38259,IN
2390,DE914,Niedersachsen,Braunschweig,Gifhorn,38467,IN
2391,DE914,Niedersachsen,Braunschweig,Gifhorn,38531,IN
2392,DE914,Niedersachsen,Braunschweig,Gifhorn,38524,IN
2393,DE914,Niedersachsen,Braunschweig,Gifhorn,38110,IN
2394,DE914,Niedersachsen,Braunschweig,Gifhorn,38179,IN
2395,DE916,Niedersachsen,Braunschweig,Goslar,38729,IN
2396,DE916,Niedersachsen,Braunschweig,Goslar,38723,IN
2397,DE917,Niedersachsen,Braunschweig,Helmstedt,38364,IN
2414,DE734,Hessen,Kassel,"Kassel, Landkreis",34314,IN
2415,DE734,Hessen,Kassel,"Kassel, Landkreis",34233,IN
2416,DE735,Hessen,Kassel,Schwalm-Eder-Kreis,34587,PR
2417,DE735,Hessen,Kassel,Schwalm-Eder-Kreis,34327,PR
2418,DE735,Hessen,Kassel,Schwalm-Eder-Kreis,34212,PR
2419,DE735,Hessen,Kassel,Schwalm-Eder-Kreis,34637,PR
2420,DE735,Hessen,Kassel,Schwalm-Eder-Kreis,34613,PR
2421,DE736,Hessen,Kassel,Waldeck-Frankenberg,34454,PR
2422,DE736,Hessen,Kassel,Waldeck-Frankenberg,35099,PR
2423,DE736,Hessen,Kassel,Waldeck-Frankenberg,34516,PR
2424,DE737,Hessen,Kassel,Werra-Meißner-Kreis,37242,PR
2425,DEE07,Sachsen-Anhalt,Sachsen-Anhalt,Börde,39164,IN
2426,DEE09,Sachsen-Anhalt,Sachsen-Anhalt,Harz,38871,IN
2427,DEE06,Sachsen-Anhalt,Sachsen-Anhalt,Jerichower Land,39175,PR
2428,DE913,Niedersachsen,Braunschweig,"Wolfsburg, Kreisfreie Stadt",38440,IN
2429,DE913,Niedersachsen,Braunschweig,"Wolfsburg, Kreisfreie Stadt",38442,IN
2430,DE913,Niedersachsen,Braunschweig,"Wolfsburg, Kreisfreie Stadt",38444,IN
2431,DE913,Niedersachsen,Braunschweig,"Wolfsburg, Kreisfreie Stadt",38446,IN
2432,DE913,Niedersachsen,Braunschweig,"Wolfsburg, Kreisfreie Stadt",38448,IN
2433,DE914,Niedersachsen,Braunschweig,Gifhorn,38536,IN
2434,DE914,Niedersachsen,Braunschweig,Gifhorn,38551,IN
2435,DE916,Niedersachsen,Braunschweig,Goslar,38678,IN
2436,DE916,Niedersachsen,Braunschweig,Goslar,38709,IN
2437,DE918,Niedersachsen,Braunschweig,Northeim,37547,PR
2438,DE918,Niedersachsen,Braunschweig,Northeim,37574,PR
2439,DE91B,Niedersachsen,Braunschweig,Wolfenbüttel,38312,IN
2442,DE929,Niedersachsen,Hannover,Region Hannover,30159,PU
2443,DE929,Niedersachsen,Hannover,Region Hannover,30161,PU
2444,DE929,Niedersachsen,Hannover,Region Hannover,30163,PU
2445,DE929,Niedersachsen,Hannover,Region Hannover,30165,PU
2446,DE929,Niedersachsen,Hannover,Region Hannover,30167,PU
2447,DE929,Niedersachsen,Hannover,Region Hannover,30169,PU
2448,DE929,Niedersachsen,Hannover,Region Hannover,30171,PU
2449,DE929,Niedersachsen,Hannover,Region Hannover,30173,PU
2450,DE929,Niedersachsen,Hannover,Region Hannover,30175,PU
2451,DE929,Niedersachsen,Hannover,Region Hannover,30177,PU
2452,DE929,Niedersachsen,Hannover,Region Hannover,30179,PU
2453,DE929,Niedersachsen,Hannover,Region Hannover,30419,PU
2454,DE929,Niedersachsen,Hannover,Region Hannover,30449,PU
2455,DE929,Niedersachsen,Hannover,Region Hannover,30451,PU
2456,DE929,Niedersachsen,Hannover,Region Hannover,30453,PU
2457,DE929,Niedersachsen,Hannover,Region Hannover,30455,PU
2458,DE929,Niedersachsen,Hannover,Region Hannover,30457,PU
2459,DE929,Niedersachsen,Hannover,Region Hannover,30459,PU
2460,DE929,Niedersachsen,Hannover,Region Hannover,30519,PU
2461,DE929,Niedersachsen,Hannover,Region Hannover,30521,PU
2462,DE735,Hessen,Kassel,Schwalm-Eder-Kreis,34582,PR
2463,DE735,Hessen,Kassel,Schwalm-Eder-Kreis,34560,PR
2464,DE736,Hessen,Kassel,Waldeck-Frankenberg,34471,PR
2465,DE737,Hessen,Kassel,Werra-Meißner-Kreis,37284,PR
2466,DEE09,Sachsen-Anhalt,Sachsen-Anhalt,Harz,38889,IN
2467,DE911,Niedersachsen,Braunschweig,"Braunschweig, Kreisfreie Stadt",38023,IN
2468,DE911,Niedersachsen,Braunschweig,"Braunschweig, Kreisfreie Stadt",38100,IN
2469,DE911,Niedersachsen,Braunschweig,"Braunschweig, Kreisfreie Stadt",38102,IN
2470,DE911,Niedersachsen,Braunschweig,"Braunschweig, Kreisfreie Stadt",38104,IN
2471,DE911,Niedersachsen,Braunschweig,"Braunschweig, Kreisfreie Stadt",38106,IN
2472,DE911,Niedersachsen,Braunschweig,"Braunschweig, Kreisfreie Stadt",38108,IN
2473,DE911,Niedersachsen,Braunschweig,"Braunschweig, Kreisfreie Stadt",38112,IN
2474,DE911,Niedersachsen,Braunschweig,"Braunschweig, Kreisfreie Stadt",38114,IN
2475,DE911,Niedersachsen,Braunschweig,"Braunschweig, Kreisfreie Stadt",38116,IN
2476,DE911,Niedersachsen,Braunschweig,"Braunschweig, Kreisfreie Stadt",38118,IN
2477,DE911,Niedersachsen,Braunschweig,"Braunschweig, Kreisfreie Stadt",38120,IN
2478,DE911,Niedersachsen,Braunschweig,"Braunschweig, Kreisfreie Stadt",38122,IN
2479,DE911,Niedersachsen,Braunschweig,"Braunschweig, Kreisfreie Stadt",38124,IN
2480,DE911,Niedersachsen,Braunschweig,"Braunschweig, Kreisfreie Stadt",38126,IN
2481,DE914,Niedersachsen,Braunschweig,Gifhorn,38465,IN
2482,DE914,Niedersachsen,Braunschweig,Gifhorn,38550,IN
2483,DE914,Niedersachsen,Braunschweig,Gifhorn,38542,IN
2484,DE914,Niedersachsen,Braunschweig,Gifhorn,38553,IN
2485,DE914,Niedersachsen,Braunschweig,Gifhorn,38530,IN
2486,DE917,Niedersachsen,Braunschweig,Helmstedt,38165,IN
2487,DE917,Niedersachsen,Braunschweig,Helmstedt,38378,IN
2488,DE918,Niedersachsen,Braunschweig,Northeim,37176,PR
2489,DE91B,Niedersachsen,Braunschweig,Wolfenbüttel,38274,IN
2490,DE91B,Niedersachsen,Braunschweig,Wolfenbüttel,38173,IN
2491,DE91B,Niedersachsen,Braunschweig,Wolfenbüttel,38322,IN
2492,DE71E,Hessen,Darmstadt,Wetteraukreis,63691,PU
2493,DE723,Hessen,Gießen,Limburg-Weilburg,65611,IN
2494,DE725,Hessen,Gießen,Vogelsbergkreis,63679,PR
2495,DEB3C,Rheinland-Pfalz,Rheinhessen-Pfalz,Bad Dürkheim,67316,IN
2496,DEB3C,Rheinland-Pfalz,Rheinhessen-Pfalz,Bad Dürkheim,67146,IN
2497,DEB3C,Rheinland-Pfalz,Rheinhessen-Pfalz,Bad Dürkheim,67475,IN
2498,DEB3D,Rheinland-Pfalz,Rheinhessen-Pfalz,Donnersbergkreis,67727,PR
2499,DEB3E,Rheinland-Pfalz,Rheinhessen-Pfalz,Germersheim,67365,IN
2500,DEB3F,Rheinland-Pfalz,Rheinhessen-Pfalz,"Kaiserslautern, Landkreis",66862,IN
2501,DEB3F,Rheinland-Pfalz,Rheinhessen-Pfalz,"Kaiserslautern, Landkreis",67686,IN
