,age,income,RLK2022,no_cars,CO2_cruise,CO2_flight,CO2_public_transport,CO2_car_total,CO2_mobility,belief_diff_mobility,cluster_id
442,31,5000.0,sehr zentral,1.0,0.0,1720.0,107.8,53.7273,1881.5273,38.0,2
443,27,3100.0,sehr zentral,1.0,0.0,0.0,107.8,3581.82,3689.62,1.0,1
444,30,6000.0,sehr zentral,0.0,0.0,2862.0,107.8,0.0,2969.8,-27.0,2
445,32,6300.0,sehr zentral,0.0,0.0,16952.0,107.8,0.0,17059.8,-22.0,2
446,27,9000.0,sehr zentral,1.0,0.0,9992.4,107.8,143.2728,10243.4728,-33.0,1
447,100,6000.0,sehr zentral,1.0,54200.0,6031.0,107.8,5565.03,65903.83,-30.0,0
448,32,3200.0,sehr zentral,0.0,0.0,1564.0,107.8,0.0,1671.8,-12.0,2
449,23,1500.0,sehr zentral,0.0,0.0,399.0,107.8,0.0,506.8,-7.0,2
450,21,3000.0,sehr zentral,0.0,0.0,1330.0,107.8,0.0,1437.8,-22.0,2
451,42,6000.0,sehr zentral,0.0,0.0,19205.2,107.8,0.0,19313.0,-6.0,2
452,33,6000.0,peripher,2.0,0.0,0.0,0.0,3940.002,3940.002,-33.0,3
453,31,1100.0,sehr zentral,1.0,0.0,0.0,107.8,895.455,1003.255,37.0,2
454,64,4300.0,zentral,1.0,0.0,0.0,0.0,4150.965,4150.965,-5.0,3
455,33,2200.0,zentral,1.0,0.0,0.0,0.0,1611.819,1611.819,7.0,3
456,34,4000.0,sehr zentral,0.0,0.0,399.0,107.8,0.0,506.8,-6.0,2
457,23,1100.0,zentral,0.0,0.0,399.0,107.8,0.0,506.8,-2.0,2
458,45,3100.0,sehr zentral,1.0,0.0,1463.0,107.8,1855.01,3425.81,-29.0,1
459,29,6000.0,sehr zentral,0.0,0.0,2660.0,107.8,0.0,2767.8,-9.0,2
460,18,6500.0,peripher,3.0,0.0,3657.5,0.0,1803.73,5461.23,12.0,3
461,30,1750.0,zentral,1.0,0.0,1330.0,107.8,2274.4557,3712.2557,7.0,1
462,27,3400.0,peripher,0.0,0.0,5256.0,107.8,0.0,5363.8,-30.0,2
463,22,5000.0,zentral,2.0,0.0,798.0,107.8,9275.05,10180.85,-23.0,1
464,21,3000.0,sehr zentral,0.0,0.0,1596.0,107.8,0.0,1703.8,-21.0,2
465,27,1000.0,sehr zentral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
466,20,4000.0,sehr zentral,1.0,0.0,0.0,107.8,927.505,1035.305,14.0,1
467,33,6000.0,peripher,1.0,0.0,0.0,0.0,5372.73,5372.73,-10.0,3
468,26,2000.0,sehr zentral,1.0,0.0,0.0,107.8,518.562,626.362,-3.0,2
469,37,3800.0,zentral,2.0,0.0,1596.0,0.0,3940.002,5536.002,11.0,3
470,36,1200.0,sehr zentral,0.0,0.0,266.0,107.8,0.0,373.8,-1.0,2
471,23,7000.0,sehr zentral,1.0,0.0,30605.96,0.0,2405.7,33011.66,-5.0,3
472,19,2000.0,sehr zentral,1.0,0.0,0.0,0.0,1790.91,1790.91,6.0,3
473,19,8000.0,sehr zentral,2.0,5420.0,2878.0,107.8,89545.5,97951.3,-42.0,0
474,22,1000.0,sehr zentral,0.0,0.0,3456.0,107.8,0.0,3563.8,-12.0,2
475,19,5000.0,zentral,3.0,0.0,0.0,107.8,5963.463,6071.263,11.0,1
476,19,2500.0,sehr zentral,0.0,5420.0,4655.0,107.8,0.0,10182.8,-57.0,0
477,34,2600.0,zentral,0.0,0.0,0.0,107.8,0.0,107.8,-12.0,2
478,20,3500.0,sehr zentral,2.0,0.0,4527.0,107.8,716.364,5351.164,-28.0,1
479,28,5000.0,sehr zentral,1.0,0.0,0.0,107.8,777.843,885.643,-15.0,1
480,57,3200.0,zentral,2.0,0.0,1330.0,0.0,5014.548,6344.548,4.0,3
481,40,1500.0,sehr zentral,0.0,0.0,0.0,107.8,0.0,107.8,-2.0,2
482,18,6000.0,sehr zentral,0.0,0.0,0.0,107.8,0.0,107.8,7.0,2
483,33,8000.0,sehr zentral,1.0,0.0,5435.0,107.8,259.281,5802.081,-39.0,1
484,20,2100.0,sehr zentral,0.0,0.0,0.0,107.8,0.0,107.8,6.0,2
485,20,2200.0,peripher,1.0,0.0,0.0,0.0,1253.637,1253.637,21.0,3
486,24,3100.0,sehr zentral,1.0,0.0,798.0,107.8,2490.579,3396.379,23.0,1
487,35,4500.0,sehr zentral,1.0,0.0,0.0,0.0,1790.91,1790.91,20.0,3
488,23,4500.0,sehr zentral,1.0,0.0,1720.0,107.8,2865.456,4693.256,-44.0,1
489,34,7000.0,sehr zentral,1.0,67750.0,16740.0,107.8,5185.62,89783.42,-42.0,0
490,28,2336.0,sehr zentral,0.0,0.0,5985.0,107.8,0.0,6092.8,-5.0,2
491,40,3400.0,sehr zentral,0.0,0.0,1330.0,107.8,0.0,1437.8,-10.0,2
492,23,900.0,zentral,0.0,0.0,0.0,107.8,0.0,107.8,-2.0,2
493,33,2800.0,sehr zentral,0.0,0.0,0.0,107.8,0.0,107.8,4.0,2
494,35,100.0,peripher,0.0,0.0,0.0,107.8,0.0,107.8,-7.0,2
495,23,2000.0,sehr zentral,1.0,0.0,1032.0,107.8,3581.82,4721.62,-35.0,1
496,37,4380.0,zentral,2.0,0.0,5453.0,0.0,7860.618,13313.618,-22.0,3
497,34,4200.0,sehr zentral,1.0,0.0,7980.0,107.8,195.0,8282.8,-17.0,1
498,35,6000.0,peripher,2.0,0.0,0.0,0.0,7000.587,7000.587,-51.0,3
499,34,800.0,zentral,2.0,0.0,0.0,0.0,1988.2325,1988.2325,-8.0,3
500,30,1800.0,zentral,0.0,0.0,0.0,107.8,0.0,107.8,-12.0,2
501,26,2500.0,sehr zentral,0.0,0.0,16030.0,107.8,0.0,16137.8,-10.0,2
502,37,1500.0,zentral,0.0,0.0,133.0,0.0,0.0,133.0,-12.0,2
503,34,2800.0,zentral,1.0,0.0,954.0,0.0,2226.012,3180.012,-18.0,3
504,21,3000.0,peripher,1.0,0.0,0.0,0.0,1790.91,1790.91,-14.0,3
505,37,6000.0,zentral,1.0,0.0,0.0,0.0,5313.82,5313.82,-5.0,3
506,24,1500.0,sehr zentral,2.0,0.0,2973.88,107.8,2.686365,3084.366365,-38.0,1
507,31,7500.0,zentral,2.0,0.0,24738.0,0.0,4215.243,28953.243,-27.0,3
508,30,7500.0,sehr zentral,2.0,0.0,798.0,0.0,4975.54,5773.54,-12.0,3
509,22,400.0,sehr zentral,0.0,1355.0,4575.0,107.8,0.0,6037.8,-24.0,0
510,47,2509.0,sehr zentral,1.0,0.0,0.0,107.8,2333.529,2441.329,29.0,1
511,29,4500.0,sehr zentral,1.0,0.0,6100.0,107.8,8301.93,14509.73,-67.0,1
512,46,8000.0,sehr zentral,1.0,0.0,0.0,0.0,1432.728,1432.728,12.0,3
513,36,4000.0,sehr zentral,2.0,542.0,6696.0,107.8,2767.31,10113.11,-75.0,0
514,29,4500.0,zentral,2.0,0.0,0.0,0.0,2238.6375,2238.6375,21.0,3
515,20,4500.0,zentral,1.0,0.0,2408.0,0.0,2226.012,4634.012,-28.0,3
516,33,3400.0,peripher,1.0,0.0,0.0,0.0,895.455,895.455,-9.0,3
517,38,950.0,zentral,0.0,0.0,0.0,107.8,0.0,107.8,4.0,2
518,27,2000.0,sehr zentral,0.0,0.0,266.0,107.8,0.0,373.8,4.0,2
519,20,2200.0,zentral,2.0,0.0,931.0,107.8,2328.183,3366.983,11.0,1
520,32,4000.0,sehr zentral,1.0,3794.0,5945.1,107.8,3243.852,13090.752,-21.0,0
521,39,4000.0,sehr zentral,1.0,0.0,1330.0,107.8,2686.365,4124.165,0.0,1
522,29,1500.0,sehr zentral,0.0,0.0,0.0,107.8,0.0,107.8,22.0,2
523,19,2500.0,sehr zentral,0.0,6775.0,4655.0,107.8,0.0,11537.8,-24.0,0
524,26,2000.0,zentral,1.0,0.0,4472.0,107.8,358.182,4937.982,-51.0,1
525,30,3400.0,sehr zentral,0.0,0.0,2660.0,107.8,0.0,2767.8,-12.0,2
526,37,3700.0,sehr zentral,1.0,0.0,0.0,0.0,2782.515,2782.515,35.0,3
527,30,4200.0,sehr zentral,1.0,0.0,1330.0,107.8,3581.82,5019.62,-7.0,1
528,36,5000.0,zentral,1.0,0.0,2660.0,0.0,1113.006,3773.006,4.0,3
529,60,1200.0,sehr zentral,0.0,0.0,665.0,107.8,0.0,772.8,46.0,2
530,26,5000.0,zentral,0.0,0.0,9930.0,107.8,0.0,10037.8,-79.0,2
531,25,4500.0,sehr zentral,0.0,0.0,1330.0,107.8,0.0,1437.8,-10.0,2
532,28,787.0,sehr zentral,0.0,0.0,4692.0,107.8,0.0,4799.8,-45.0,2
533,19,5000.0,zentral,2.0,0.0,665.0,107.8,3895.521,4668.321,12.0,1
534,23,1500.0,sehr zentral,0.0,0.0,1064.0,107.8,0.0,1171.8,9.0,2
535,20,400.0,zentral,0.0,0.0,0.0,107.8,0.0,107.8,8.0,2
536,25,3000.0,sehr zentral,0.0,8130.0,5320.0,107.8,0.0,13557.8,-57.0,0
537,22,3000.0,zentral,1.0,1897.0,1720.0,107.8,912.3,4637.1,-21.0,0
538,25,2500.0,zentral,0.0,0.0,0.0,107.8,0.0,107.8,7.0,2
539,22,650.0,sehr zentral,1.0,0.0,5458.0,107.8,1335.6072,6901.4072,-3.0,1
540,25,4500.0,sehr zentral,1.0,0.0,3910.0,107.8,1790.91,5808.71,-39.0,1
541,28,2220.0,sehr zentral,0.0,0.0,1064.0,107.8,0.0,1171.8,1.0,2
542,20,3500.0,sehr zentral,0.0,0.0,0.0,107.8,0.0,107.8,1.0,2
543,55,4000.0,sehr zentral,1.0,1355.0,2628.08,107.8,3243.852,7334.732,-24.0,0
544,25,6000.0,zentral,1.0,0.0,1596.0,107.8,556.503,2260.303,-8.0,1
545,26,4000.0,sehr zentral,1.0,0.0,821.0,107.8,3339.018,4267.818,7.0,1
546,46,2000.0,sehr zentral,1.0,0.0,3848.0,0.0,0.0,3848.0,-26.0,3
547,31,3500.0,sehr zentral,0.0,0.0,266.0,107.8,0.0,373.8,-6.0,2
548,56,2800.0,sehr zentral,0.0,0.0,1908.0,107.8,0.0,2015.8,-37.0,2
549,23,7000.0,zentral,0.0,0.0,2128.0,107.8,0.0,2235.8,-19.0,2
550,36,6000.0,sehr zentral,0.0,0.0,6548.92,107.8,0.0,6656.72,6.0,2
551,18,3000.0,peripher,0.0,0.0,0.0,107.8,0.0,107.8,-2.0,2
552,26,1200.0,sehr zentral,0.0,0.0,798.0,107.8,0.0,905.8,3.0,2
553,39,7500.0,peripher,2.0,0.0,3990.0,0.0,2686.365,6676.365,-58.0,3
554,21,500.0,sehr zentral,0.0,0.0,0.0,107.8,0.0,107.8,-5.0,2
555,30,4600.0,sehr zentral,1.0,0.0,0.0,107.8,1164.0915,1271.8915,35.0,1
556,23,1200.0,zentral,0.0,0.0,4770.0,107.8,0.0,4877.8,-56.0,2
557,23,6000.0,sehr zentral,1.0,0.0,266.0,107.8,716.364,1090.164,20.0,1
558,28,1100.0,sehr zentral,0.0,0.0,5412.0,107.8,0.0,5519.8,-35.0,2
559,22,5000.0,sehr zentral,2.0,0.0,4105.0,107.8,6.72,4219.52,-33.0,1
560,36,2200.0,zentral,1.0,0.0,2330.0,107.8,1074.546,3512.346,24.0,1
561,33,3300.0,sehr zentral,1.0,0.0,266.0,107.8,5372.73,5746.53,-49.0,1
562,41,2500.0,sehr zentral,0.0,0.0,3440.0,107.8,0.0,3547.8,-38.0,2
563,26,4000.0,sehr zentral,0.0,0.0,5320.0,107.8,0.0,5427.8,-40.0,2
564,26,2500.0,sehr zentral,1.0,0.0,4692.0,107.8,21490.92,26290.72,-24.0,1
565,24,400.0,zentral,0.0,0.0,0.0,107.8,0.0,107.8,-3.0,2
566,25,1500.0,sehr zentral,0.0,0.0,0.0,107.8,0.0,107.8,54.0,2
567,27,538.0,sehr zentral,0.0,0.0,798.0,107.8,0.0,905.8,3.0,2
568,31,7200.0,sehr zentral,1.0,0.0,1775.0,107.8,1790.91,3673.71,-12.0,1
569,25,8000.0,sehr zentral,0.0,0.0,532.0,107.8,0.0,639.8,34.0,2
570,32,8000.0,sehr zentral,0.0,0.0,1330.0,107.8,0.0,1437.8,45.0,2
571,22,600.0,peripher,1.0,0.0,665.0,107.8,2686.365,3459.165,33.0,1
572,24,1000.0,sehr zentral,1.0,0.0,0.0,107.8,927.505,1035.305,6.0,2
573,19,700.0,sehr zentral,1.0,0.0,1197.0,107.8,5372.73,6677.53,8.0,1
574,29,3000.0,sehr zentral,1.0,0.0,1995.0,107.8,1253.637,3356.437,-37.0,1
575,30,1100.0,zentral,1.0,0.0,0.0,0.0,648.2025,648.2025,-12.0,3
576,23,850.0,sehr zentral,0.0,0.0,798.0,107.8,0.0,905.8,-15.0,2
577,30,5000.0,sehr zentral,1.0,0.0,0.0,107.8,927.505,1035.305,12.0,1
578,38,2500.0,sehr zentral,0.0,0.0,2628.0,107.8,0.0,2735.8,-4.0,2
579,21,1200.0,sehr zentral,0.0,0.0,0.0,107.8,0.0,107.8,37.0,2
580,19,8000.0,sehr zentral,2.0,0.0,4105.0,107.8,707.0085,4919.8085,-32.0,1
581,37,4400.0,sehr zentral,1.0,0.0,8210.0,107.8,537.273,8855.073,-6.0,1
582,26,5000.0,sehr zentral,0.0,0.0,1064.0,107.8,0.0,1171.8,-5.0,2
583,22,5000.0,zentral,1.0,0.0,4238.0,107.8,74.2004,4420.0004,-38.0,1
584,26,7000.0,sehr zentral,1.0,1897.0,1197.0,107.8,537.273,3739.073,-45.0,0
585,30,1500.0,sehr zentral,0.0,0.0,0.0,107.8,0.0,107.8,-9.0,2
586,20,6000.0,zentral,3.0,0.0,798.0,107.8,7505.68,8411.48,-22.0,1
587,29,6000.0,sehr zentral,1.0,0.0,7235.2,107.8,89.5455,7432.5455,-34.0,1
